id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
[1],二十一世纪花园一期,青羊,153,13636,3室2厅1厨2卫,低楼层 (共8层),112.21㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,有,70年,2019-12-08,商品房,2016-11-11,普通住宅,满两年,非共有,有抵押 50万元 农行 金融公司垫资,已上传房本照片
[1],铸信境界,青羊,108,18225,1室1厅1厨1卫,中楼层 (共27层),59.26㎡,平层,暂无数据,板塔结合,西,钢混结构,简装,两梯六户,有,70年,2019-09-01,商品房,2012-03-22,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],二十一世纪花园二期,青羊,128,15308,2室1厅1厨1卫,高楼层 (共4层),83.62㎡,错层,73.44㎡,板楼,西北,钢混结构,精装,一梯六户,无,70年,2019-11-02,商品房,2009-12-14,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],长顺苑北苑,青羊,86,13031,2室1厅1厨1卫,中楼层 (共7层),66㎡,平层,暂无数据,板楼,北,砖混结构,简装,一梯四户,无,70年,2018-03-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],美丽朋城,青羊,73,11507,2室1厅1厨1卫,高楼层 (共12层),63.44㎡,平层,暂无数据,板塔结合,西,钢混结构,简装,两梯七户,有,70年,2019-12-28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],二十一世纪花园一期,青羊,170,14129,3室2厅1厨2卫,低楼层 (共8层),120.32㎡,平层,114㎡,板楼,南,砖混结构,精装,一梯两户,无,70年,2019-04-10,商品房,2001-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],乐摩筑,青羊,78,16728,1室1厅1厨1卫,中楼层 (共26层),46.63㎡,平层,35.12㎡,塔楼,东,钢混结构,精装,四梯二十一户,有,70年,2019-10-18,商品房,2011-08-17,普通住宅,满五年,共有,有抵押 10万元 成都银行 业主自还,已上传房本照片
[1],蓝光COCO蜜城,青羊,182,19362,4室1厅1厨2卫,低楼层 (共20层),94㎡,平层,73㎡,塔楼,南,钢混结构,毛坯,三梯七户,有,70年,2019-10-17,商品房,2019-04-10,普通住宅,未满两年,共有,无抵押,已上传房本照片
[1],青森小区,青羊,72,11662,2室1厅1厨1卫,高楼层 (共7层),61.74㎡,平层,55㎡,板楼,东,砖混结构,毛坯,一梯四户,无,70年,2019-07-15,商品房,2019-07-18,普通住宅,未满两年,共有,无抵押,已上传房本照片
[1],双玺,青羊,90,22201,1室1厅1厨1卫,高楼层 (共18层),40.54㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,三梯十一户,有,70年,2017-12-26,商品房,2012-05-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],百家苑(青羊),青羊,145,15081,2室2厅1厨1卫,低楼层 (共7层),96.15㎡,平层,暂无数据,板楼,西,砖混结构,简装,一梯两户,无,70年,2018-05-19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],西双苑,青羊,68,13592,1室1厅1厨1卫,低楼层 (共6层),50.03㎡,平层,暂无数据,板楼,东北,砖混结构,简装,一梯两户,无,70年,2019-12-09,商品房,2008-06-02,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],蓝光COCO蜜城,青羊,145,21444,2室1厅1厨1卫,低楼层 (共31层),67.62㎡,平层,51.2㎡,塔楼,东,钢混结构,精装,三梯八户,有,70年,2019-12-19,商品房,2017-06-01,普通住宅,满两年,非共有,有抵押 30万元 工行草市支行 业主自还,已上传房本照片
[1],锦绣朋城,青羊,89,14762,2室1厅1厨1卫,高楼层 (共11层),60.29㎡,平层,暂无数据,塔楼,东南,框架结构,精装,两梯二十户,有,70年,2019-06-16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元,未上传房本照片
[1],贝森园,青羊,96,10320,3室2厅1厨1卫,高楼层 (共7层),93.03㎡,平层,90㎡,塔楼,南,砖混结构,简装,一梯两户,无,70年,2019-02-20,商品房,2007-07-02,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],香格里拉花园,青羊,110,19121,1室1厅1厨1卫,低楼层 (共11层),57.53㎡,平层,49.37㎡,板楼,南,砖混结构,简装,一梯四户,有,70年,2019-10-06,商品房,2007-01-09,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],青森小区,青羊,85,10402,2室1厅1厨1卫,高楼层 (共7层),81.72㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,70年,2019-09-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],百家苑(青羊),青羊,138,14115,2室1厅1厨1卫,低楼层 (共6层),97.77㎡,平层,87.84㎡,板楼,南,砖混结构,精装,一梯三户,无,70年,2019-09-09,商品房,2014-01-20,普通住宅,满五年,共有,有抵押 30万元,已上传房本照片
[1],二十一世纪花园一期,青羊,145,16119,2室2厅1厨1卫,中楼层 (共8层),89.96㎡,平层,89.96㎡,板楼,南,砖混结构,精装,一梯两户,无,70年,2020-01-11,商品房,2016-10-13,普通住宅,满两年,共有,无抵押,已上传房本照片
